Job Title,Glassdoor Location,Employer Name,Location,Rating,Salary,Carrier Opportunities,Culure And Values,Senior Management,Comp And Benefits,Life Balance,Company Size,Found year,Description,Company Revenue,Industry,Company Type,Company Sector
SQL Data Analyst,washington,American Association for Marriage and Family Therapy,"Alexandria, VA",-1,Employer Provided Salary:$70K - $80K,-1,-1,-1,-1,-1,-1,-1,"Full-time/Remote Work from Home in the following states: DC, DE, IL, MD, PA, NC, SC, or VA. NO OTHER STATES WILL BE CONSIDERED
Salary: $70,000.00 - $80,000.00 per year
American Association for Marriage and Family Therapy has an opening for a SQL Data Analyst with advanced Microsoft Transact-SQL query writing knowledge.
The ideal candidate is:
a self-starter who can multitask
work with minimum supervision
detail-oriented
excellent time management skills
team-oriented
technically proficient,
strong English language communication skills, oral and written
A technical background in Database Management is required. The candidate must be able to pass a background check. The Data Analyst is a permanent full-time position. No contractors, production, or Oracle DBAs, please. The candidate must be available to work 37.5 plus hours a week, flexible hours between 6:30 AM to 10:00 PM. Applicants must reside in the following states: DC, DE, IL, MD, PA, NC, SC, or VA.
Position Requirements:
Bachelor of Science in Database Management or equivalent field of study
A minimum of 4 years of experience writing Transact SQL queries, including Stored Procedures, Functions, and Triggers in Microsoft SQL 2012 or higher, is required
Minimum of 4 years of experience with Microsoft Power BI or equivalent.
Minimum of 2 years of experience creating reports in SQL Server Reporting Services
Minimum of 2 years of End User experience
Project Management experience is required
Strong organizational skills, which include, but are not limited to, the ability to multitask and prioritize work effectively.
Strong analytical skills
Association membership system experience, preferably with IMIS
Interpersonal communication
Benefits:
401(k)
401(k) matching
Dental insurance
Flexible schedule
Flexible spending account
Health insurance
Life insurance
Paid time off
Vision insurance
Job Types: Full-time, Permanent
Pay: $70,000.00 - $80,000.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Flexible schedule
Flexible spending account
Health insurance
Life insurance
Paid time off
Vision insurance
Compensation package:
Yearly pay
Experience level:
4 years
Schedule:
Choose your own hours
Application Question(s):
Do you live in the following states: DC, DE, IL, MD, PA, NC, SC, or VA?
Education:
Bachelor's (Required)
Experience:
SQL: 4 years (Required)
Power BI: 2 years (Required)
Work Location: Remote",-1,-1,-1,-1
Data Visualization Analyst,washington,"Bloomberg Industry Group
3.6","Arlington, VA",3.6,$58K - $81K (Glassdoor est.),3.4,3.2,2.9,3.6,3.5,1001 to 5000 Employees,1929,"ou will combine analytical, artistic and technological skills to produce graphics for news content and other Bloomberg Industry Group products. You will collaborate with other analysts and reporters on the team to help our clients navigate the complex policy and legislative landscape in Washington.
What you will do:
Analyze and interpret legislative, economic, and statistical data.
Present information accurately and concisely in charts, tables, maps, and other appropriate graphical formats with a clean and modern design aesthetic.
Produce content for BGOV OnPoint slides, bill summaries, news stories, and other products.
Collaborate with analysts and reporters to fulfill strategic and creative objectives.
Juggle multiple deadlines and keep projects moving forward in a fast-paced news environment.

You need to have:
2 years of experience designing graphics and infographics for print and online media.
A Bachelor’s degree in graphic design, statistics, economics, public policy, communications, journalism or related fields or equivalent experience.
Demonstrated experience with data visualization, including interactive visualizations and translating those into static versions.
Expertise in standard design tools (InDesign, Photoshop, Illustrator, JS/D3 and other dvis frameworks) and Microsoft Office Suite.

Bloomberg Industry Group IS AN EQUAL OPPORTUNITY EMPLOYER and fully subscribes to the principles of Equal Employment Opportunity. Bloomberg Industry Group has adopted an Affirmative Action Program to ensure that all applicants and employees are considered for hire, promotion, and job status without regard to race, color, religion, sex, national origin, age, disability, gender identity, sexual orientation, marital or familial status, pregnancy, childbirth, or related medical issues, genetic information, disabled veteran, veteran, a veteran of the Vietnam Era, or any other classification protected by law.

INDG requires all employees to be fully vaccinated for COVID-19 as a condition of employment.
Prospective and/or new employees will be required to adhere with INDG's vaccination policy. All INDG employees must be fully vaccinated and they must submit proof of vaccination on their first day of employment. Prospective or new employees may seek a medical or religious exemption to the vaccination requirement but must have an approved exemption prior to the start of their employment.

Bloomberg BNA IS AN EQUAL OPPORTUNITY EMPLOYER and fully subscribes to the principles of Equal Employment Opportunity. Bloomberg BNA has adopted an Affirmative Action Program to ensure that all applicants and employees are considered for hire, promotion, and job status without regard to race, color, religion, sex, national origin, age, disability, sexual orientation, marital or familial status, genetic information, disabled veteran, veteran, veteran of the Vietnam Era, or any other classification protected by law.
XJ6",$100 to $500 million (USD),Publishing,Company - Private,Media & Communication
Data Labelling Analyst,washington,"Rhombus
4.0","Washington, DC",4.0,$40K - $59K (Glassdoor est.),4.0,5.0,5.0,3.0,5.0,Unknown,Company - Public,"Rhombus Power is purposefully transforming the nation's defense and national security enterprises with Guardian, its Artificial Intelligence platform for strategic, operational, and tactical decision-making at the speed of relevance.
We are looking for people who are driven by a sense of purpose. In this role, you will serve as a Data Labelling Analyst and help to solve and answer our customers' most complex and unique intelligence questions and problems.
Come join our cross-disciplinary and world-class team of technologists who are working hard every day to deliver game-changing solutions to transform national security.
Location
Washington, DC or Palo Alto, CA
Job Description
As a Data Labelling Analyst, you will support our data labelling efforts to help support our modelling efforts. Data Labelling Analyst will work as part of a collaborative team and will work in tandem to deliver a specific set of labelled objects per image.
Responsibilities
Label objects in imagery as required, and meet/exceed data labelling objectives to support a fast-moving, dynamic, organization.
Regularly communicate with project leadership and provide updates about labeling, frame extraction, and data workflows.
Support the Identification of the needs of the data team and develop and implement appropriate labelling responses.
Maintain the privacy and confidentiality of all information and data.
Qualifications
BA/BS in International Affairs, Political Science, Public Policy, Data Engineering / Science, is highly desired.
First and second-year undergraduates with interest in political science, artificial intelligence, regional studies, and international affairs are strongly encouraged to apply for internship opportunities.
Prior experience with imagery analysis and labelling is preferred, but not required.
Prior experience in Chinese naval battle of order is a plus.
We're looking for candidates with proven analytical skills, are excited to solve problems, and have excellent interpersonal and collaborative skills. Including but not limited to positive attitude, a learning mentality, creative, and solution oriented.
U.S. citizenship is required for this role.
About Rhombus
Rhombus Power Inc. (Rhombus) is a NASA Research Park startup located in the heart of Silicon Valley. We use cutting-edge cross-disciplinary approaches to solve pressing Big Data and Sensing problems in security, energy, and healthcare. Our advisory board includes two Nobel Laureates and a Draper Prize winner.
Rhombus compensates, motivates, and develops employees, who are trusted, empowered, and involved. Employees have clear roles and expectations – and their roles are flexible enough to move at the speed of innovation to meet and exceed client expectations. We have a unique culture of global purpose, rooted in the innovation and progress of Silicon Valley.
Rhombus knows that diversity is a condition for success. We are committed to hiring and retaining a diverse workforce. We are proud to be an Equal Opportunity/Affirmative Action Employer.",-1,-1,Unknown / Non-Applicable,-1
Data Analyst,washington,Aireco Supply Inc,"Laurel, MD",-1,Employer Provided Salary:$55K,-1,-1,-1,-1,-1,-1,-1,"Aireco Supply, Inc., a leading HVAC/R distributor located in Laurel, MD is seeking an experienced Data Analyst to manage database administration that supports sales and marketing programs.
To be successful in this position the candidate should possess proven experience with SQL querying and database maintenance and administration. This role requires great attention to detail and experience in database modification and development. The Data Analyst will assist team members and management in developing, enhancing, and maintaining standard processes, reports, databases, and reference data to support accurate, consistent, efficient data tracking for internal and external customers and marketing programs. The ideal candidate will be self-motivated, with impeccable attention to detail and strong documentation and communication skills.
Responsibilities:
Develop and maintain a variety of internal customized database applications to manage sales and marketing programs.
Organize and format data for efficient query and storage processes; and create automation for repeating database tasks.
Create and manage database reports, forms, tables, queries and visualizations.
Develop and maintain an accurate database of customer information to support program tracking and reporting.
Interact with marketing and sales teams to support data management and visualization.
Uses various software applications, such as spreadsheets and relational databases to create and compile data for reporting and analysis.
Works within company ERP software to pull data and pricing that supports tracking and analysis of sales programs and marketing initiatives.
Work cross-functionally to create an insightful analysis of data for sales and marketing to support program and business development.
Process monthly concessions and SPQs for key product lines.
Develop and maintain dealer price sheets for equipment product lines to support customer program pricing structures.
Update pricing records for dealer programs and promotions using ERP software.
Assist Director of Marketing with dealer program enrollment and creating processes to track sales and marketing initiatives
Complete ad hoc projects, reporting, and sales analytics
Experience:
Bachelor’s Degree in business administration or related field
2+ years of experience in data analysis, database administration, or a related field
Strong knowledge of the principles and practices of relational database design, management, and maintenance using SQL
Understanding of relational data modeling
Strong command of Visual Basic (VBA) and SQL
Experience using Microsoft Access to create and manage databases
Expert level of proficiency in Microsoft Office – including Microsoft Access, Excel, Word and Outlook
Experience working in an ERP system to obtain, organize and analyze data that supports sales and pricing cycles
Experience working in a CRM software is a plus
Microsoft PowerPoint presentation development is a plus
Proficient in Adobe Acrobat
Skills:
Well organized self-starter who is detail and deadline oriented with a proactive approach to all projects
Impeccable attention to detail and quality of work
Ability to work independently as well as cooperatively within a team environment
Strong mathematical and statistical knowledge
Excellent written and verbal communication skills
Strong communication skills and a sophisticated understanding of what should be communicated to different audiences.
Possess a work style that includes a sense of urgency, with emphasis on the importance of timeliness
A passion for data management
Aireco Supply offers a competitive salary and benefits package, including health and disability insurance, profit sharing, 401K, vacation and sick leave. EOE
Job Type: Full-time
Pay: From $55,000.00 per year
Benefits:
401(k)
Dental insurance
Flexible spending account
Health insurance
Paid holidays
Paid time off
Vision insurance
Experience level:
2 years
Schedule:
Monday to Friday
Ability to commute/relocate:
Laurel, MD 20723: Reliably commute or planning to relocate before starting work (Required)
Experience:
SQL: 2 years (Required)
Work Location: In person",-1,-1,-1,-1
Agile Business Analyst,washington,"BridgePhase
4.6","Arlington, VA",4.6,$80K - $114K (Glassdoor est.),4.2,4.6,4.3,4.2,4.8,51 to 200 Employees,2008,"We have an opening for a Business Analyst to support a project within United States Citizenship and Immigration Services (USCIS), a component of the Department of Homeland Security (DHS). Our team is supporting various critical initiatives to build secure, high performing digital services to streamline the process of obtaining immigration benefits into the United States, resulting in decreased immigration times, increased security, and a massive reduction on the reliance of paper-based processes. Apply today to learn how your valuable experience can support our dynamic team!

Required Qualifications:
Some experience as a business analyst, project management or in similar role.
Outstanding customer facing, communication, and documentation skills.
Preferred prior experience working on large scale programs using an Agile delivery methodology.
Preferred experience working with technical software development teams.
Bachelor s degree in a relevant field such as Business, Psychology, Software Development, Marketing, Computer Science.
Role Responsibilities:
Develop and maintain professional business relations with Government clients.
Effectively interact with agile team members across the entire organization to meet clients needs.
Conduct frequent meetings with legal counsel on the development of new technical functionality.
Present demonstrations of newly built functionality to upper management as well as the internal users of the system.
Travel to onsite locations to gather specific client requirements for new or enhanced functionality.
Be the liaison between the development team and the government client.
Assist with conducting analysis to determine the best path for solving business problems/opportunities, which may include process improvement, systems enhancement, or user training.
Interact regularly with the various levels of customer management in supporting the development of system engineering and deployment efforts.
Conduct reviews and analysis of organizational needs and goals and present recommendations.
Assist with facilitating planning sessions with management.
Evaluate and present information to enable effective and timely decision-making through written and oral communication materials, which effectively summarize findings with recommendations.
Work with program leaders to identify business needs and prioritization.
Position Benefits:
Flexible Paid Time Off (Flex PTO)
Paid Holidays
Comprehensive Benefit Packages
Training Budget
Community Service Allowance",Unknown / Non-Applicable,Information Technology Support Services,Company - Private,Information Technology
Entry Level Data Analyst,washington,TRESUME,"Reston, VA",-1,Employer Provided Salary:$52K - $56K,-1,-1,-1,-1,-1,1 to 50 Employees,Company - Public,"Position Description
Do you have a proven interest in information technology and a passion for learning? Do you love to collaborate with a team to solve problems and build groundbreaking solutions? Do you want to do meaningful work that will make a difference? If so, joining as a Data Analyst could be the ideal opportunity for you.
You will join one of our many teams and work in a highly collaborative environment to provide expertise in designing, developing and executing solutions to improve the quality of IT products and services. You can explore your full potential - not confined by borders or pre-defined paths. You're empowered to tackle problems in your own unique way which is not only valued and respected but encouraged.
What You'll Do: (assignments may include responsibilities in one or more of the following areas):
Interact with business and IT teams of various applications to understand their data, database and flow within the systems Collect data and create basic visualizations
Collect data and create basic visualizations
Collaborate with team members to profile, analyze, and model data, including creating logical mapping of source data into target data models, based on the existing business process and data/reporting requirements
Create conceptual and logical data models
What you'll need:
Bachelor's degree in Data Analytics, Computational Modeling, Business Analytics, Mathematics, Statistics or a related field
Experience with database tools such as Microsoft Excel and SQL
Experience collecting, managing and analyzing data
A phenomenal attitude and hunger for learning
Excellent analytical, written and oral communication skills
Ability to work within a collaborative environment
What you'll gain:
Involvement in the technical components of a client project
Exposure to business issues and challenges
Opportunity to leverage your computer knowledge and analytical skills
“We’re an equal opportunity employer. All applicants will be considered for employment without attention to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status.”
Job Type: Full-time
Pay: $52,000.00 - $56,000.00 per year
Benefits:
Health insurance
Visa sponsorship
Experience level:
Under 1 year
Schedule:
8 hour shift
Ability to commute/relocate:
Reston, VA: Reliably commute or planning to relocate before starting work (Required)
Experience:
SQL: 1 year (Preferred)
Work Location: In person",-1,-1,Unknown / Non-Applicable,-1
Business Analyst,washington,"T. White Parker Associates, Inc.
4.2","Washington, DC",4.2,$65K - $99K (Glassdoor est.),3.4,4.2,4.1,3.9,3.9,1 to 50 Employees,Company - Private,"The business analyst works either independently or as part of a larger team to conduct a variety of quantitative analyses as required to accomplish client mission objectives. A strong foundational knowledge in statistical analysis, research, and identification of causal factors is a strong plus. Analysis may span a broad spectrum to include financial, labor force (census), workforce population, project variances, earned value, etc. The business analyst is expected to be able to interpret guidance and identify the most effective way to gather, analysis, and report information and data to promote business decision making.
Efforts may include document authoring, where quantitative analysis is a major component and or facilitation of business process definition activities aimed at capturing processes and identifying areas of improvement. Strong presentation skills both in development of executive level presentations and or support crafting communications strategies is also needed to be successful in this role.
Primary Duties:
Acts as a liaison between client departments and the project team by:
Opening and maintaining lines of communication with key stakeholders to monitor and improve business services, performance and operations;
Serves as a primary point of contact for departments, offices, and the project team to promote understanding and operational cohesion;
Makes recommendations for product or service enhancements;
Supports ideas and recommendations with sound data analysis;
Supports application of relevant federal regulations into operating streams and associated work functions;
Conducts Congressional, regulatory and legal analysis;
Conducts analysis of detention data services and systems reporting inaccuracies and making recommendations for improvements;
Authors documents, specifications, presentations as required in support of client operations;
Participates in business process modeling sessions, acting as a documentarian, co-facilitator, facilitator, or subject matter expert in sketch sessions;
Conducts interviews and performs analysis in order to create business cases for projects;
Conducts preliminary requirements analysis for project requests, reviews requirements, specifications, conducts tests, provides support and develops training plans;
May act as a project manager on some projects or tasks;
Coordinates activities with Immigration and Custom Enforcement (ICE), Bureau of Prisons (BOP), and other associated client executives and field personnel",-1,Information Technology,Information Technology Support Services,$1 to $5 million (USD)
Business Analyst,washington,"Sunwater Capital
4.0","North Bethesda, MD",4.0,$70K - $100K (Glassdoor est.),-1,-1,-1,-1,-1,1 to 50 Employees,2017,"REFRAME DATA SERVICES
Reframe Data Services is a technology company specializing in software development, data management, data acquisition, and analysis. With a focus on delivering high-quality solutions to innovative businesses across various industries, Reframe Data Services uses its expertise to help clients develop disruptive products and optimize their data-related processes.
POSITION
Reframe Data Services is seeking a Business Analyst to help develop data-driven technology platforms that will have a significant impact on politics, scientific knowledge creation, and healthcare. The business analyst will be responsible for business analysis, requirements analysis, and requirements management for all company’s software products. The candidate will be creative, and comfortable working in small teams and coordinating with US and non-US-based developers.
Responsibilities
Research business domains
Interview SMEs, and executives.
Translate business requirements into technical functional specifications.
Gather and document system requirements using shall-statements, user stories, and activity diagrams.
Collaborate with business stakeholders to prioritize requirements.
Work with development teams to ensure requirements are accurately implemented.
Requirements
5+ years of experience as a business systems analyst/requirements analyst
Bachelor’s degree or equivalent education and work-related experience
Experience in capturing, analyzing, and documenting system requirements
Ability to interact professionally with executives, managers, subject matter experts, and development teams
Ability to research business domains, competitors' products
Excellent verbal and written communication skills
Strong organization and time management skills
Strong work ethic and ability to work in a team environment
Excellent communication and presentation skills
Interest or knowledge of the US Congress and American politics
If you think you have the relevant skillset and would like to join a leading organization that is always on the lookout for innovative ideas, then please send your resume. We look forward to hearing from you!",Unknown / Non-Applicable,Investment & Asset Management,Company - Private,Financial Services
"Data Analysis and Visualization Specialist, Junior",washington,"Quadrint, Inc.
4.4","Springfield, VA",4.4,$57K - $79K (Glassdoor est.),4.2,4.5,4.4,4.0,4.4,51 to 200 Employees,2000,"Quadrint is a fast-growing, Information Technology consulting company in the public sector that has been named to The Washington Post's Top Workplaces for five consecutive years! We pride ourselves in our employees feeling welcomed, valued, and involved.

Full vaccination against COVID-19, and compliance with Quadrint’s vaccination verification procedures, is required for this position, unless the individual is legally entitled to a reasonable accommodation.

Quadrint is seeking a Data Analysis and Visualization Specialist, Junior in the Springfield, VA area.

A Data Analysis and Visualization Specialist, Junior will collect, analyze, visualize, and report data across multiple NGA and NGC designated platforms and tools (e.g., PeopleSoft, HRIS, Blackboard, Tableau, etc.) to convey metrics and information on NGC outcomes and program performance that leads to recommendations for business decisions and development of organizational strategies.

A qualified candidate will perform the following duties and responsibilities, but are not limited to:
Develop a Data Management Strategy and provides recommendations for how stakeholders might adjust their data collection and storage processes and procedures to best fit the strategy.
Develop and maintain a list of all data, including data sources, standards, structure, and system of origin.
Document requirements for how the data moves between systems and aggregates in a centralized system or repository for reporting.
Conduct audits as necessary to uncover any data integrity issues. Data includes but is not limited to: HRIS/LMS data, performance management data, instructor performance data, and learning requirements data.
Process and analyze various sources of NGC data in Excel and Tableau and develop/maintain data visualizations, reports, briefings, dashboards, discussion points, and other products for the Government.
Collaborate with various stakeholders to determine the customer requirement for data products and work with the Government to determine the best approach to development.
Develop customer-facing dashboards in support of NGC and Agency training data reporting and training operations.
Maintain all NGC dashboards, to include regular meetings with stakeholders to ensure dashboards are meeting their needs.
Develop and run queries, reports, and scripts using HRIS/LMS data.
Collaborate on any data adjustments required in support of live dashboards.
Security Clearance Requirement:
Active/current TS/SCI and the ability to obtain/maintain a Polygraph clearance is required.

Required Qualifications:
Bachelor’s degree in Statistics, Economics, Information Systems, Education, Computer Science, Data Science, or related field from an accredited (i.e., regional, national, or institutional) academic institution.
At least 2+ years of experience providing expertise in data collection, analysis, and reporting performance.
Proficiency in Kirkpatrick evaluation model, survey design, and statistical software packages (SPSS, Tableau) to develop and execute comprehensive performance measurement.
Ability to analyze assessment data and conduct descriptive and inferential analysis to develop detailed reports, delivered through documents, dashboards, and raw data sets to inform stakeholders of course effectiveness.
Strong proficiency to manage and manipulate date in Excel and Tableau and develop/maintain data visualizations, reports, briefings, dashboards, and discussion points that convey information useful for decision making by various stakeholder groups.
Ability to work across organizational teams to develop and run queries, reports, and scripts using available data to justify recommendations and inform decision making by leadership.

Quadrint is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, genetic information, national origin, age, marital status, protected veteran status, status as an individual with a disability, or any other protected status.",Unknown / Non-Applicable,Information Technology Support Services,Company - Private,Information Technology
Research Analyst,washington,"IFC Systems Corporation
4.1","Washington, DC",4.1,$67K - $98K (Glassdoor est.),3.3,4.2,3.4,4.0,4.0,1001 to 5000 Employees,1956,"Research Analyst
Job #:
req22849

Organization:
World Bank

Sector:
Research & Quantitative Analysis

Grade:
GE

Term Duration:
2 years 0 months

Recruitment Type:
Local Recruitment

Location:
Washington, DC,United States

Required Language(s):
English and French

Preferred Language(s):

Closing Date:
6/2/2023 (MM/DD/YYYY) at 11:59pm UTC


Description
Do you want to build a career that is truly worthwhile? Working at the World Bank Group provides a unique opportunity for you to help our clients solve their greatest development challenges. The World Bank Group is one of the largest sources of funding and knowledge for developing countries; a unique global partnership of five institutions dedicated to ending extreme poverty, increasing shared prosperity and promoting sustainable development. With 189 member countries and more than 120 offices worldwide, we work with public and private sector partners, investing in groundbreaking projects and using data, research, and technology to develop solutions to the most urgent global challenges. For more information, visit www.worldbank.org

The 25 Executive Directors of the World Bank Group (WBG Board), assisted by their Alternates, Senior Advisors, Advisors, and Administrative staff, represent the interests of the 189-member countries who nominated or elected them. They also ensure the oversight of the general operations of the Bank Group and the group’s results on the ground. The institutions under their purview are: The International Bank for Reconstruction and Development (IBRD), the International Development Association (IDA), which together form the World Bank; the International Finance Corporation (IFC); the Multilateral Investment Guarantee Agency (MIGA); and the International Centre for Settlement of Investment Disputes (ICSID). The World Bank Group is one of the world's largest sources of funding and knowledge for developing countries. The Board, working closely with Management, approves policies, financial commitments, and knowledge products that ensure the best global expertise and help generate cutting-edge results for its clients in developing countries.

The WBG Board of Executive Directors considers and decides on the proposals made by the President of the WBG as they relate to IBRD loans and guarantees, IDA credits and grants, IFC investments, and MIGA guarantees; and endorse the strategies and policies that impact the World Bank's general operations. Executive Directors are also responsible for conveying the interests and concerns of their Constituency members to the Board and the Bank’s management, as well as the interests and concerns of the Bank to their Constituency.

The Office of the Executive Director (ED) for Benin, Burkina Faso, Cabo Verde, Cameroon, Central African Republic, Chad, Comoros, Congo (Democratic Republic of), Congo (Republic of), Cote d'Ivoire, Djibouti, Equatorial Guinea, Gabon, Guinea, Guinea-Bissau, Madagascar, Mali, Mauritania, Mauritius, Niger, Sao Tome and Principe, Senegal, Togo constituency (EDS13) is looking for a Research Analyst to assist the Office of the Executive Director in analytical duties. Please see below for further details.

In addition to the Executive Director, the office consists of an Alternate Executive Director, Senior Advisors, Advisors, and four other administrative support staff.

The successful candidate will report to the Executive Director and work in Washington, DC.

Note:
This position is for a 2-year Term. Any staff on an open-ended appointment who is selected is strongly advised to obtain a re-entry guarantee from his/her releasing unit to enable return to open-ended status. An open-ended staff who does not have a re-entry to his/her releasing unit acknowledges that by applying to this position, s/he is entering a Term position if selected and will not be able to maintain his/her open-ended status in the ED office.

The staff will be subject to a performance review per the WBG annual performance review processes.

Roles & Responsibility:

The main responsibilities of the successful candidate will be to collect and analyze data to allow constituency countries to fully contribute to the elaboration of strategies and programs financed and sponsored by the World Bank Group.
The Analyst will assist the Executive Director in managing interactions across the WBG’s entities, the Regional and Sectoral VPUs, and other EDs, as well as with constituency members and external partners, to identify relevant sources of information that allow the performance of relevant, data-driven analysis and ensures countries to proactively contribute to the elaboration of projects and programs. The work includes but is not limited to research on the economic situation of various countries, update of economic and development indicators, and maintenance of the dashboards to assist the ED in deploying his/her strategic plan to increase financing and advisory services and exploit the MFD (Maximizing Finance for Development) approach to benefit the economies of the countries in the ED’s constituency.

Working with the Executive Director, Alternate Executive Director (AED), Senior Advisors, Advisors, and Assistants on a range of tasks, including:
Identify, gather, and analyze data to produce high-quality reports and other outputs that meet the needs of the Office.

Coordinate the preparation of periodic analyses and information reports for constituency authorities and management as assigned by the ED or AED.

Support the Office in maintaining the official website and conducting the research to support Office activities and presentations.

Participate in meetings and events, and prepare materials as assigned by the ED or AED.

Assist in preparing briefing materials, presentations, and talking points for the ED in his interactions with the countries, the Executive Board, and various partners.

Provide high-quality support to the Executive Director/Alternate Executive Director and Senior Advisors/Advisors in a multicultural environment.

Liaise with appropriate contacts in the capitals of the constituency to gather and manage information, indicators and development strategies to build and regularly update a dashboard for each country to help implement the office strategy.

Handle ad hoc duties assigned by the ED and AED.

Selection Criteria
Must have a Master’s degree (e.g., in Economics, Finance, Banking, Business Administration, or related discipline) and a minimum of 2 years of relevant experience.
Experience working in or on issues related to the Western and Central Africa Region.
Ability to conduct research, analyze, and propose solutions to support strategic goals.
Knowledge and understanding of the functions and operations of the WBG.
Highly skilled in information technology and digital platforms. Skills in graphic design are an added advantage.
Strong written and oral communication skills with the ability to summarize issues into oral and written briefs in English and French.
Must have attention to detail and follow-through.
Strong team player with the ability to work independently and in a diverse team.
Ability to work effectively in a multicultural environment and strong interpersonal skills. Proficiency in French is required.
Ability to independently manage multiple assignments with minimal supervision, prioritizing and coordinating team members under tight deadlines.
Willingness to accept personal ownership and accountability for meeting deadlines and achieving results.
Awareness of relevant internal and external factors and their impact on the constituency countries.
Willingness to work long hours and availability to travel when needed.
Required Competencies
Technology and systems knowledge - Has advanced proficiency in the latest technology relevant to assigned responsibilities. Demonstrates initiative in learning and supporting the implementation of emerging technology and systems pertinent to the effective work of the unit.
Project and task management - Able to organize, coordinate, monitor, and implement tasks and projects. Demonstrates ownership and accountability for results. Demonstrates innovation and creativity in promoting effectiveness.
Institutional policies, processes, and procedures - Demonstrates in-depth, and up-to-date knowledge of administrative and policy guidelines, practices, products, and services in the area of assigned functional responsibility; can guide others in complex situations.
Versatility and adaptability - Able to anticipate, facilitate and catalyze change in the business environment and accurately assess the need for new skills and knowledge. Demonstrates continued learning attitude, supporting others in their learning and change management efforts.
World Bank Group Core Competencies
The World Bank Group offers comprehensive benefits, including a retirement plan; medical, life and disability insurance; and paid leave, including parental leave, as well as reasonable accommodations for individuals with disabilities.
We are proud to be an equal opportunity and inclusive employer with a dedicated and committed workforce, and do not discriminate based on gender, gender identity, religion, race, ethnicity, sexual orientation, or disability.
Learn more about working at the World Bank and IFC, including our values and inspiring stories.",$1 to $5 million (USD),Investment & Asset Management,Company - Private,Financial Services
Junior Data/Systems Analyst,washington,Optimal Satcom Inc,"Herndon, VA",-1,Employer Provided Salary:$35K - $70K,-1,-1,-1,-1,-1,-1,-1,"Optimal Satcom is the leading provider of enterprise software systems for satellite capacity management in the world. Our products and services are held in the highest regard worldwide, and our customers include the US Government, foreign governmental and non-governmental organizations, NGOs, and some of the world’s largest satellite operators and service providers.
Optimal Satcom is seeking a Junior Data/Systems Analyst to be an integral part of our product support team. This job posting is for an immediately open position.
Your duties will include:
Assist with application builds and deployments
Configuration checks, running scripts, and executing troubleshooting tasks on customer servers and databases
Maintain databases, servers, and VMs; perform backups and restorations
Documentation including record keeping and writing instructions
To apply you would need to meet the following criteria:
Experience in or strong familiarity/exposure with IT-related tasks and environments
Experience or familiarity with running SQL queries and database administration tasks is a plus
Experience or familiarity with IT systems such as JIRA, Git, VMware, Windows Servers, Active Directory, etc., is a plus
Experience with use of Microsoft Office (Word, Excel, and Outlook)
Good verbal and written communication skills
Ability to work as a productive member of a team, and learn new technologies
Ability to multitask in parallel on several assigned tasks and precisely follow detailed instructions
Attention to detail is a must
Ability to periodically work during evenings and on weekends
Clean background check and references
Minimum bachelor’s degree or high school diploma with applicable experience
US Citizenship or Permanent Residence
We provide excellent benefits with company-paid medical, dental, vision, short-term and long- term disability insurance; and a top-notch 401K plan with company matching contributions. The job offers attractive pay commensurate with experience, qualifications and performance, as well as performance-based incentives and bonuses.
Please apply here or email your resume to jobs@optimalsatcom.com.
Optimal Satcom is an Equal Opportunity Employer.
Job Type: Full-time
Pay: $35,000.00 - $70,000.00 per year
Benefits:
401(k) matching
Dental insurance
Health insurance
Paid time off
Vision insurance
Schedule:
Monday to Friday
Ability to commute/relocate:
Herndon, VA 20170: Reliably commute or planning to relocate before starting work (Required)
Application Question(s):
Are you a US Person (US Citizen or US Permanent Resident, or on another status that permits you to work legally in the USA without submitting an application to USCIS?
Work Location: Hybrid remote in Herndon, VA 20170",-1,-1,-1,-1
