Job Title,Glassdoor Location,Employer Name,Location,Rating,Salary,Carrier Opportunities,Culure And Values,Senior Management,Comp And Benefits,Life Balance,Company Size,Found year,Description,Company Revenue,Industry,Company Type,Company Sector
Data Science Engineer,san-jose,"Apple
4.2","Cupertino, CA",4.2,-1,-1,-1,-1,-1,-1,10000+ Employees,1976,"Summary
Posted: Apr 18, 2023
Role Number:200475573
Apple’s Technology Development Group is looking for a highly motivated Data Science Engineer to help extract insights from sophisticated data sets to maintain high quality software builds. You will provide a key function in shaping the success of Apple’s current and future products, and help deliver exciting new software features while maintaining Apple’s world class quality.
Key Qualifications
Strong analytical skills
Excellent written and verbal communication skills
Proficiency with databases and SQL
Proficiency in scripting languages, including Python, Javascript, Ruby or Bash
Knowledge of data mining, statistical modeling, and machine learning methodologies
Experience articulating and translating business questions and using statistical techniques to arrive at an answer using available data
Experience with data visualization and presentation, familiar with data analysis tools such as Tableau
Expertise working with engineering and project management teams, demonstrating strong communication and coordination skills
Familiarity with distributed systems and microservices preferred
Description
TDG Engineering Operations supports the complex build and integration process for exciting new software critical to Apple’s current and future products. As a data science engineer, your role will be to collect, analyze, and visualize data generated by this process to help the organization move quickly in producing high quality products. You will be a part of a fast-paced environment with rapidly changing priorities, collaborating with software engineers and project managers to extract insights from data and help prioritize development focus for the organization. Responsibilities of the job include: Developing tools to extract and analyze data from multiple build system services. Creating dashboards and reports to keep teams and organizational leadership informed on trends in software quality. Developing comprehensive analysis of Apple’s software build process to identify bottlenecks and using data to advocate for changes where needed. Driving cross-functional initiatives that will steer the team’s direction with data-driven decision making.
Education & Experience
3+ years of industry experience in a Data Science or similar role Bachelor’s degree in an engineering related field, or equivalent experience
Additional Requirements
Pay & Benefits
At Apple, base pay is one part of our total compensation package and is determined within a range. This provides the opportunity to progress as you grow and develop within a role. The base pay range for this role is between $121,000 and $230,000, and your base pay will depend on your skills, qualifications, experience, and location.

Apple employees also have the opportunity to become an Apple shareholder through participation in Apple’s discretionary employee stock programs. Apple employees are eligible for discretionary restricted stock unit awards, and can purchase Apple stock at a discount if voluntarily participating in Apple’s Employee Stock Purchase Plan. You’ll also receive benefits including: Comprehensive medical and dental coverage, retirement benefits, a range of discounted products and free services, and for formal education related to advancing your career at Apple, reimbursement for certain educational expenses — including tuition. Additionally, this role might be eligible for discretionary bonuses or commission payments as well as relocation. Learn more about Apple Benefits.

Note: Apple benefit, compensation and employee stock programs are subject to eligibility requirements and other terms of the applicable plan or program.",$10+ billion (USD),Computer Hardware Development,Company - Public,Information Technology
"Network Engineer, Data Center",san-jose,"Tesla
3.6","Fremont, CA",3.6,$94K - $138K (Glassdoor est.),3.7,3.3,3.1,3.7,2.9,10000+ Employees,2003,"What to Expect
Tesla is currently seeking a Network Engineer to join our Data Center team. This role will provide network design, implementation, and operational support for Tesla's Data Centers.
What You’ll Do

Help design, build and maintain new and existing Data Centers
Work closely with other team members on design and initiatives; maintain and grow existing data center networks.
Work with Tesla’s key application teams to support their growth, including Tesla Autopilot team.
Provide high availability & reliability to network
Requirements gathering, analyze, and propose solution to networking needs.
Monitor, analyze, and report metrics of network services.
Develop automation methods to rapidly deploy, configure, and update network equipment.
Assist with network troubleshooting.
Conduct product POC evaluation.
Document network knowledge base and operational “Run-Book.”
Must be able to work occasional weekends, after hours, and holidays.
Participate in on call rotation.
May require unscheduled after-hours work. 10-20% travel required as necessary.
What You’ll Bring
2+ years’ experience mid-large global enterprise networking infrastructure
Experience with mid/large-scale networks in a global environment
Juniper, Arista and Palo Alto Networks hardware
Experience in IP networking, L2/L3 network protocols (spanning-tree, OSPF, BGP), TCP/IP, DHCP, DNS, end to end QOS, VLAN, VRRP, LACP, MC-LAG, EVPN with VXLAN, ACL and infrastructure cabling.
Basic knowledge of AWS, Azure or GCP.
Experience with various tools such as Protocol Analyzer, SNMP, flow, IPAM, RADIUS, Splunk, network taps, and load/stress testing",$1 to $5 billion (USD),Transportation Equipment Manufacturing,Company - Public,Manufacturing
ML Data and Search Engineer - SPG,san-jose,"Apple
4.2","Cupertino, CA",4.2,-1,-1,-1,-1,-1,-1,10000+ Employees,1976,"Summary
Posted: Oct 26, 2022
Role Number:200439674
Play a role in bringing autonomous technologies to the real world. As an engineer in the Special Projects Group, you will be part of a team building infrastructure, models, and tools for new technologies that will shape the future. We are looking for an experienced and highly motivated engineer to help build the next generation of data processing, modeling, and search systems. In this team, you will have the opportunity to explore and prototype solutions using the latest technologies, and engineer software products that help accelerate the development of cutting-edge autonomous systems.
Key Qualifications
Experience working with large/distributed datasets and non-/relational databases
Strong software engineering skills in complex, multi-language systems; fluency in Python
Experience working with cloud data processing technologies (AWS, Spark, Elasticsearch, SQL, Presto, etc)
Experience working with non-standard data types (e.g. camera imagery, serialized formats, bonus: ROS bags or similar)
Knowledge of data mining, statistical modeling, and machine learning methodologies
Ability to thrive in a fast-paced work environment
Clear and concise written and verbal communication skills
Description
You will be building and integrating end-to-end data processing pipelines. You will contribute to developing a compelling and intuitive platform for introspecting and analyzing large datasets. You will work cross-functionally with specialists across robotics, high-performance computing, and machine learning to build data-driven solutions. • Develop and scale data processing pipelines using the latest open-source technologies • Develop novel analytical strategies to evaluate the data that an autonomous system both consumes and produces • Work on applied ML solutions in the areas of data mining, modeling, and forecasting • Be self-motivated in seeking solutions when the correct path isn’t always known • Mentor fellow engineers in your areas of expertise; contribute to a team culture that values effective collaboration, direct communication, technical perfection, and innovation • Influence and lead cross-functional initiatives that will align the project toward data-driven decision making
Education & Experience
• MS/PhD or equivalent experience in physical sciences, computer science, data science/machine learning, or other engineering background • 3+ years industry experience
Additional Requirements
Pay & Benefits
At Apple, base pay is one part of our total compensation package and is determined within a range. This provides the opportunity to progress as you grow and develop within a role. The base pay range for this role is between $130,000 and $242,000, and your base pay will depend on your skills, qualifications, experience, and location.

Apple employees also have the opportunity to become an Apple shareholder through participation in Apple’s discretionary employee stock programs. Apple employees are eligible for discretionary restricted stock unit awards, and can purchase Apple stock at a discount if voluntarily participating in Apple’s Employee Stock Purchase Plan. You’ll also receive benefits including: Comprehensive medical and dental coverage, retirement benefits, a range of discounted products and free services, and for formal education related to advancing your career at Apple, reimbursement for certain educational expenses — including tuition. Additionally, this role might be eligible for discretionary bonuses or commission payments as well as relocation. Learn more about Apple Benefits.

Note: Apple benefit, compensation and employee stock programs are subject to eligibility requirements and other terms of the applicable plan or program.",$10+ billion (USD),Computer Hardware Development,Company - Public,Information Technology
Geospatial Data Engineer,san-jose,"Wing
4.5","Palo Alto, CA",4.5,Employer Provided Salary:$133K - $177K,3.9,5.0,3.9,5.0,5.0,Unknown,Subsidiary or Business Segment,"About Wing:
Wing offers drone delivery as a safe, fast, and sustainable solution for last mile logistics. Consumer appetites for on-demand services are increasing, but current delivery methods are inefficient, costly, and contribute to road accidents and air pollution. Wing's fleet of autonomous delivery drones can transport small packages directly from businesses to homes on-demand, in minutes. We design, build, and operate our aircraft, and offer drone delivery services on three continents. Our technology is designed to be easy to integrate into existing delivery and logistics networks, offering a scalable drone delivery solution for a broad range of businesses. Wing is a part of Google's parent company, Alphabet, and our mission is to create the preferred means of delivery for the planet. To do this, we must build a workforce that's representative of the global communities that we serve. If you're ready to do the greatest work of your life, come join us.
About the Role:
Wing is looking for a Geospatial Data Engineer to join our Flight Operations team. This position is based in the United States and is remote. The ideal candidate has a passion for developing and implementing custom geospatial processes, demonstrated knowledge of software engineering expertise, familiarity with geospatial data management, and the ability to deliver results as part of a dynamic, cross-functional team.
What You'll Do:
Develop and implement custom geospatial data processing solutions
Provide expertise to help drive Wing's geospatial data processes and specifications
Create large-scale innovative geospatial data automation systems and tools for unique aviation applications
Collaborate within the geospatial team on processes, procedures, and required data for new flight operations areas
Design and develop automated systems to import geospatial data into Wing's geospatial data management system
What You'll Need:
BA/BS degree in Computer Science, Information Systems, Software Engineering, Geographic Information Systems, a related field or equivalent professional experience
5+ years of professional experience as a geospatial software engineer
Experience developing large scale Information storage and retrieval, mapping technologies, and/or GIS data processing / visualization tools
Experience developing and maintaining production systems deployed to the cloud
Programming languages in SQL, C++, Java, or Python
Experience with industry GIS tools such as ArcGIS, QGIS, gdal/ogr, or FME
Excellent written and verbal communication skills
Bonus:
Crewed or uncrewed aviation licenses or certifications
Experience working in the uncrewed aviation systems industry
Experience in highly regulated environments, such as aerospace or healthcare
Experience working with raw data sources such as LiDAR point clouds, digital terrain models, aerial imagery, global geospatial data sources

The US base salary range for this full-time position is the salary range below + bonus + equity + benefits. Your recruiter will share more about the specific salary range for your targeted location during the hiring process.
Salary Range
$133,000—$177,000 USD",-1,Information Technology,Information Technology Support Services,Unknown / Non-Applicable
Data Engineer,san-jose,"LatentView
4.1","San Jose, CA",4.1,$110K - $152K (Glassdoor est.),4.1,4.2,3.8,3.7,3.9,1001 to 5000 Employees,2006,"Job Description:
About LatentView:
LatentView Analytics is a leading global analytics and decision sciences provider, delivering solutions that help companies drive digital transformation and use data to gain a competitive advantage. With analytics solutions that provide 360-degree view of the digital consumer, fuel machine learning capabilities and support artificial intelligence initiatives., LatentView Analytics enables leading global brands to predict new revenue streams, anticipate product trends and popularity, improve customer retention rates, optimize investment decisions and turn unstructured data into a valuable business asset.
We specialize in Predictive Modelling, Marketing Analytics, Big Data Analytics, Advanced Analytics, Web Analytics, Data Science, Data Engineering, Artificial Intelligence and Machine Learning Applications.
LatentView Analytics is a trusted partner to enterprises worldwide, including more than two dozen Fortune 500 companies in the retail, CPG, financial, technology and healthcare sectors.

Key Skills for all given roles: Advanced SQL, Python, Spark

Position Type: Fulltime
Location: Multiple Locations across US
No of Roles: Multiple
Job Responsibilities:
Help make improvements to current data pipeline
Reduce failures
Automate some of the existing pipelines
Manage customer escalations including cases such as missing data
Address performance issues
Develop processes to help monitor database queries
Overall, the Engineer is expected to be proactive and take a leading role in data platform maintenance, including suggesting improvements to the client.
Mandatory Skills:

5+ years of experience working with big data and related technologies
Experience using Big Data technologies (Spark, Hive, etc.)
Working experience and a good understanding of public cloud environments (AWS, Azure, and/or Google Cloud) is a plus.
Oozie, Apache airflow is preferred or any other related workflow management system.
Passion for producing high-quality work and continuously improving the ways we deliver data services.
Good knowledge of security policies and vulnerabilities.
Experience with policies and role management is a plus.
You excel at taking vague requirements and crystallizing them into scalable solutions.
You have exceptional communication skills.",$25 to $100 million (USD),Business Consulting,Company - Public,Management & Consulting
Data Engineer,san-jose,"Cequence Security
4.8","Sunnyvale, CA",4.8,Employer Provided Salary:$120K - $200K,4.4,4.6,4.6,4.7,4.6,51 to 200 Employees,2014,"About Cequence Security
Cequence Security, the pioneer of Unified API Protection, provides the only solution that unifies API discovery, inventory tracking, risk analysis and native mitigation with proven, real-time threat protection against ever-evolving API attacks. Cequence Security protects more than 2 billion user accounts across our Fortune 500 customers.
Learn more

Data Engineer Position Overview
As a Data Engineer at Cequence Security, you will be responsible for developing and enhancing the various Real Time Data flow pipelines as well as enabling sophisticated Data Analysis from the data at rest in multiple data lakes, while also maintaining strict high performance and throughput requirements. You will also work closely with other Data Engineers, Data Scientists and Security experts to bring new ideas in Data Exploration, Analytics and Machine Learning to fruition as product features that will enable new ways of catching malicious actors and help protect our customers from various forms of exploits and abuse.
There are multiple openings for the Data Engineer in both our Sunnyvale, CA headquarters and our Cincinnati, OH development center.
Responsibilities
Build and enhance an optimal real time data pipeline architecture using technologies such as Spark Streaming, Kafka Streams, Kafka Messaging, Elasticsearch and other Big Data technologies.
Identify, design, and implement improvements in the data pipelines to achieve ever higher throughput and scalability.
Work with data scientists and security experts to strive for greater functionality in our core products.
Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.
Work within an Agile workflow to organize tasks and collaborate with other team members (Jira).
Work in a Test-Driven Development environment focused on producing reliable, well-documented production code.
Requirements
Bachelor’s degree or equivalent experience in Computer Science, or another relevant field.
Expert level experience with programming languages Java/Scala/Kotlin etc.
Minimum 4 years of experience in building and optimizing ‘Big Data’ data pipelines, architectures and data sets.
Experience with message queuing, stream processing, and highly scalable ‘big data’ data stores.
Experience with big data tools: Spark, Kafka, Elasticsearch, Hadoop etc.
Experience with stream-processing systems: Flink, Spark-Streaming, Kafka Streams etc.
Experience with Cloud services such as AWS EC2, EMR, EKS etc is a plus.
Experience with working in Docker and Kubernetes is a plus.
Salary Range 120-200k USD
Salary Disclaimer
The salary range represents the low and high end of the base salary range for this position. Actual salaries will vary depending on factors including but not limited to location, experience, and performance. The range listed is just one component of the total compensation package for Cequence Security employees. Other rewards may include quarterly bonuses, commissions, stock options, unlimited Paid Time Off, and other benefits not listed.
Come talk with us if you’re looking to make a difference and work at a fast-paced, fun, and rewarding environment. It’s the best career decision that you can make!",Unknown / Non-Applicable,Enterprise Software & Network Solutions,Company - Private,Information Technology
"Platform Data Engineer, Financial Services",san-jose,"Recruiting From Scratch
3.9","Saratoga, CA",3.9,Employer Provided Salary:$140K - $250K,4.0,3.6,3.5,3.9,3.9,1 to 50 Employees,2019,"Who is Recruiting from Scratch:
Recruiting from Scratch is a premier talent firm that focuses on placing the best product managers, software, and hardware talent at innovative companies. Our team is 100% remote and we work with teams across the United States to help them hire. We work with companies funded by the best investors including Sequoia Capital, Lightspeed Ventures, Tiger Global Management, A16Z, Accel, DFJ, and more.
Data Engineer - Platform
A Career with our Market Intelligence Team:
Our Market Intelligence team is responsible for developing proprietary research products and providing data and research management services for investment teams to support their pursuit of superior, risk-adjusted returns. We leverage innovative alternative data sources, advanced data analytics and technologies, and deep fundamental research to create high-quality compliant and differentiated research. Backed by the full resources of our company, our sector aligned teams of fundamental researchers, data scientists, data strategists, relationship managers, and data engineers collaborate to solve important research problems in partnership with the Firm’s investment and compliance professionals.

What you’ll do
Platform Engineers build solutions for processing big and unstructured data sets. Our team works closely with portfolio managers and data scientists to understand the potential business value of data sets and ultimately build data processing pipelines around those data sources. In this role, you will:
Develop big data processing pipelines for new data sources containing structured and unstructured data
Build platform infrastructure using Hadoop technologies
Build and support visualization and exploration capabilities around our big data sets
Maintain knowledge of new technology developments and conduct proof of concepts to evaluate new technologies

What’s required
We want you to join us if you have extensive experience or demonstrated interest in big data technologies. Other requirements include:
2+ years of experience in Data Engineering or related field
Commitment to the highest ethical standards
Strong experience in Python Development
Experience with Spark or Scala
Ability to devise novel and innovative solutions to challenges
Knowledge of/experience with graph databases is a plus

We take care of our people
We invest in our people, their careers, their health, and their well-being. We want you to concentrate on success and leave the rest to us. When you work here, we provide:
Fully-paid health care benefits
Generous parental and family leave policies
Mental and physical wellness programs
Tuition assistance
A 401(k) savings program with an employer match and more
Salary Range: $140,000-$250,000 base.",$1 to $5 million (USD),Staffing & Subcontracting,Company - Private,Human Resources & Staffing
Senior CV deep learning engineer (Synthetic data),san-jose,"Apple
4.2","Cupertino, CA",4.2,-1,-1,-1,-1,-1,-1,10000+ Employees,1976,"Summary
Posted: Mar 22, 2023
Role Number:200470811
We are seeking an experienced computer vision deep learning engineer with a strong background in synthetic data generation and domain adaptation between real and synthetic data. The ideal candidate will have a proven track record of delivering successful computer vision applications, with experience in developing and deploying deep learning models in production environments.
Key Qualifications
Develop and deploy deep learning models to solve computer vision problems using synthetic data and domain adaptation between real and synthetic data (hands, body, face preferred)
Build and maintain high-quality datasets, including synthetic data, for use in training and testing machine learning models.
Analyze and interpret data, develop insights, and communicate findings to collaborators.
Work collaboratively with computer vision researchers, software engineers, and other collaborators to design and develop scalable and reliable computer vision applications.
Conduct research on developing novel deep learning algorithms and architectures that can be used to reduce domain gap between real and synthesized datasets.
Stay up-to-date with the latest developments in deep learning/computer vision and related fields, and evaluate new tools and technologies for potential integration into our computer vision applications.
Description
At least 3 years of experience in developing and deploying deep learning models for computer vision applications, with a focus on synthetic data generation and domain adaptation between real and synthetic data. A strong understanding of deep learning frameworks such as TensorFlow or PyTorch, JAX. Experience with data preprocessing, feature engineering, and data visualization. Strong programming skills in Python or similar languages. Strong communication and collaboration skills, with the ability to work effectively in a team environment. Consistent track record of researching, inventing and/or shipping advanced machine learning algorithms Solid mathematical foundation of machine learning and deep learning techniques (linear algebra, optimization theory, ...) Optional : Familiarity with real time / path tracing renderers (VRay, Arnold, Unreal Engine, ...) Optional : Familiarity with cloud-based machine learning platforms, such as AWS or GCP Optional : Familiarity with content creation tools (Maya, Houdini, ... )
Education & Experience
A Bachelor's degree in Computer Science, Mathematics, or a related field. A Master's degree or PhD is preferred.
Additional Requirements
Pay & Benefits
At Apple, base pay is one part of our total compensation package and is determined within a range. This provides the opportunity to progress as you grow and develop within a role. The base pay range for this role is between $130,000 and $242,000, and your base pay will depend on your skills, qualifications, experience, and location.

Apple employees also have the opportunity to become an Apple shareholder through participation in Apple’s discretionary employee stock programs. Apple employees are eligible for discretionary restricted stock unit awards, and can purchase Apple stock at a discount if voluntarily participating in Apple’s Employee Stock Purchase Plan. You’ll also receive benefits including: Comprehensive medical and dental coverage, retirement benefits, a range of discounted products and free services, and for formal education related to advancing your career at Apple, reimbursement for certain educational expenses — including tuition. Additionally, this role might be eligible for discretionary bonuses or commission payments as well as relocation. Learn more about Apple Benefits.

Note: Apple benefit, compensation and employee stock programs are subject to eligibility requirements and other terms of the applicable plan or program.",$10+ billion (USD),Computer Hardware Development,Company - Public,Information Technology
Senior Data Engineer,san-jose,"Humu
3.8","Mountain View, CA",3.8,Employer Provided Salary:$160K - $220K,3.7,3.7,3.5,3.7,3.9,51 to 200 Employees,2017,"What you'll get to work on
Humu's Nudge Engine® deploys thousands of customized nudges—small, personal steps—throughout organizations to empower every employee, manager, team, and leader as a change agent. Over time, our nudges grow increasingly aware of the timing, messaging, and motivational techniques that inspire individual employees towards action.
As a member of Humu's Data Engineering team, you will be responsible for building and maintaining systems focused on expanding and optimizing data pipelines to compute insights and analyses at scale. Some of the team's major ownership areas include:
A data pipeline tool for helping transform ingested HR data into a consistent and clean format.
The automated processes for deciding which nudges to send to users, scheduling them for delivery, and delivering them through a multitude of formats (email, text messages, etc).
The logic and systems to make data available to a variety of cross functional teams at Humu.

Where you fit in
We are committed to change the working world for the better by bringing greater meaning and happiness into everyone's working lives, everywhere. We are passionate about our mission, and excited to grow our school of fish with people who want to do the same - and people who will bring in their different perspectives to help us continue to shape our team and product. If this is you, we encourage you swim into our candidate pool!

The details
Role and responsibilities:
As a member of our Product Team, you will ensure optimal data delivery architecture is consistent throughout ongoing projects.
Create and optimize our data pipeline architecture
Build data access platform for our data science and tech teams
Manage and optimize customer ingestions for the Humu product
Add and improve logging and monitoring
Willingness to occasionally implement UI for internal data tools.
Qualifications:
4 - 99 years of experience managing data pipelines
Driven engineer that is motivated to build a great product and great codebase in a fast-paced environment
Strong communication skills with a growth and learning mindset
Understanding of object-oriented languages (Java, Python, etc.)
Familiarity with cloud based platforms - GCP (Preferred), AWS, Azure
Experience with large-scale databases (preference towards non-relational unstructured databases).
Usage or understanding of complex data pipelines.
Working knowledge of message queuing, stream processing, and highly scalable 'big data' data stores.

Salary range: $160,000 - $220,000
Only open to candidates in Seattle, WA or SF Bay Area, CA",Unknown / Non-Applicable,Enterprise Software & Network Solutions,Company - Private,Information Technology
Principal Data Engineer,san-jose,"Safeway
3.2","Pleasanton, CA",3.2,Employer Provided Salary:$147K - $206K,3.0,2.9,2.8,3.0,2.9,10000+ Employees,1915,"About the company
Albertsons is one of the largest retail employers, providing approximately 300,000 jobs across 2,200 stores, 22 distribution centers, 20 food and beverage plants and various support offices. We operate in 34 states and the District of Columbia under the Albertsons banner, as well as Safeway, Tom Thumb, Jewel Osco, Shaw’s, and many more recognizable names. We hold a #1 or #2 position by market share in 68% of the 121 metropolitan statistical areas in which we operate.
What you will be doing
This role is within Inventory management team under Supply chain technology group. Our team strives to achieve adaptive, resilient, and efficient inventory flow with the help of modern technologies and data. Many thousands of items (SKUs) move through Albertsons’s vast supply chain network on daily basis, which makes this position both important and fascinating.
In this role, you are empowered to build large scale, high-performance data pipelines in a cloud environment that will be a game changer for the entire enterprise. You will have an opportunity to become proficient in supply chain data models at Albertsons and use that knowledge to make a direct and significant impact on business for many years to come. Your following traits will set you apart for this role.
You grasp the power of data to solve critical business problems
You effortlessly navigate through complexity and ambiguity of data and technical designs
You enthusiastically learn and weave the aspects of data engineering, data science, analytics, and visualization in your implementation
Key Responsibilities
Enable novel and transformative supply chain management capabilities that require processing of big data and integration from disparate sources
Help with project roadmap planning, provide realistic estimates, and identify risks
Technically lead engineering team to stay on project delivery milestones and assure quality output. Remove technical roadblocks, perform code reviews
Design and implement real time as well as batch (ETL, ELT) data pipelines using cloud-based services (Currently on GCP)
Design and develop large-scale data schemas and structures to optimally balance the usage, performance, and cost
Champion the understanding of Albertson’s supply chain data; support data science and application developers with data analysis and insights
Mentor and guide new or junior members of the team to ramp up and become productive
Help customer support team by troubleshooting and fixing issues post-deployment
Be the custodian of engineering backlog and promote the continuous improvement and maintenance of the current solution
*The salary range is $147,000 to $206,000 annually. Starting salary will vary based on criteria such as location, experience, and qualifications. There may be flexibility for exceptional candidates.*
Qualifications
BS in Computer Science or related field
6+ years of experience in the data engineering space, building, and deploying data pipelines.
Proficient in at least one programming language between Java and Python
Hands-on experience of GCP (Google Cloud Platform) or willingness to get GCP Certifications
Experience utilizing and integrating variety of data – structured, unstructured, or semi structured
Some experience with data warehousing tools (SnowFlake, BigQuery etc.) and the BI Visualization Tools (PowerBI, Looker, Tableau etc.)
Working knowledge of AI/ML and related tools/technologies is preferred
Hands on experience with data toolset like Apache Beam, Airflow, Kafka and Spark is ideal
Designing and developing Supply Chain and Inventory Management applications is a huge plus
Some experience developing RESTful APIs will come very handy
What it is like at Albertsons?
Albertsons Culture Principles
Compassion: We always treat each other with kindness and respect
Team: We always support and recognize each other
Inclusive: We always value everyone’s perspective
Learning: We always strive to grow and develop ourselves and others
Competitive: We always act with integrity to win over the customer
Ownership: We always take actions to drive our success",$10+ billion (USD),Grocery Stores,Company - Private,Retail & Wholesale
Vehicle & Energy Scheduling – Machine Learning Engineer/Data Scientist,san-jose,"Tesla
3.6","Fremont, CA",3.6,$92K - $145K (Glassdoor est.),3.7,3.3,3.1,3.7,2.9,10000+ Employees,2003,"What to Expect
You will be part of a team of data scientists and developers aiming to build a smart scheduling system for service and fulfillment operations that includes vehicle routing, demand prediction, and resource assignment optimization.

What You’ll Do
Enhance customer experience of Tesla product deliveries and service globally with data-driven scheduling solutions.

Participate in the entire data solution process including data gathering and analysis, literature reviews, modeling and training, creating simulations, developing and maintaining production data applications
Collaborate with team members and stakeholders to understand business contexts and create data-driven solutions
What You’ll Bring
Bachelor’s degree in Data Science, Computer Science, Industrial Engineering, Mathematics , or related field

Understanding of statistics, probability, and machine learning concepts
Experience training and maintaining models for real world applications
Strong experience with Python and data manipulation tools including SQL, pandas, numpy, scipy, matplotlib, scikit-learn, jupyter notebooks.
Familiar with software engineering best practices including api design and version control.
Ability to thrive in a fast-moving and constantly evolving high growth environment
Comfortable in an environment with unstructured, incomplete, and ambiguous data
Curious, open-minded, and driven to solve complex problems
(Bonus) experience working with geospatial data and vehicle routing algorithms",$1 to $5 billion (USD),Transportation Equipment Manufacturing,Company - Public,Manufacturing
