Job Title,Glassdoor Location,Employer Name,Location,Rating,Salary,Carrier Opportunities,Culure And Values,Senior Management,Comp And Benefits,Life Balance,Company Size,Found year,Description,Company Revenue,Industry,Company Type,Company Sector
Senior Data Engineer,los-angeles,"System1
4.4","Los Angeles, CA",4.4,$120K - $180K (Glassdoor est.),3.9,4.1,3.6,4.5,4.6,201 to 500 Employees,2013,"System1 is one of the largest customer acquisition companies in the world whose growth depends heavily on a very talented data engineering team.

The Data Engineering team at System1 is focused on building processes, procedures and automation to ensure smooth running data infrastructure. We process billions of records per day, providing a core component of many organizational functions. The data that flows through these systems supports business intelligence, data science and machine learning, traffic quality and analytics.

You would be working in a fast-paced environment where enhancements to system scalability, reliability, usability, efficiency and performance are the goal. Come join us!
The Role You Will Have:
Designing and developing data processing infrastructure.
Developing new and improving existing data pipelines, extracting from external API sources or internal events.
Consult with engineering teams to productionize data pipelines.
Continuously improving monitoring and alerting coverage.
Identifying scaling bottlenecks and how to prevent them.
Contribute to technical specification documents for data architecture projects
Performing maintenance of existing infrastructure, investigating issues and failures.
Conducting SQL data investigations.
Proof of concept for new technologies, new patterns, new APIs.Participate in peer code reviews and produce high quality documentation
What You Will Bring:
SQL expertise, and preferably SQL query optimization experience.
Programming proficiency, Python preferred.
Datastores, both relational and non-relational. Snowflake, Redshift, BigQuery preferred.
Cloud ecosystems such as AWS, Azure or GCP.
Modern orchestration platforms such as Airflow.
Strong data engineering fundamentals and skills.
Knowledge of data engineering mechanics, flow, distribution, organization, optimization, latency, observability
Nuances of distributed data processing and storage systems.
Containerization strategies, Linux/UNIX.
Experience with Kafka is preferred, but not required
What We Have to Offer:
Competitive salary + bonus + equity
Generous PTO + 11 company holidays
Open sick time
100% covered Medical, Dental, Vision for employees
401k with match
Health & Dependent Care Flex Spending Account
Paid professional development
Leadership & growth opportunities
Virtual company and team building events
#LI-Remote
#Li-Hybrid
#BI-Hybrid
#BI-Remote
#LI-AW1
The U.S. base salary range for this full-time position is $138,400 - $221,800 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. Please note that the compensation details listed in U.S. role postings reflect the base salary only, and do not include bonus, equity, or benefits.

System1 offers flexible work arrangements for most employees (unless they hold positions which are identified as having to be 100% onsite in Marina del Rey, CA, Bellevue, WA or Guelph, ON Canada). Most System1 full-time employees choose to work in a hybrid environment, splitting their time between working in our offices and working remotely. System1 allows fully-remote work in the following approved locations: Arizona, Colorado, Georgia, Hawaii, Minnesota, Missouri, New Jersey, New York, North Carolina, Oklahoma, Oregon, Pennsylvania, Tennessee, Texas and Virginia. Prospective U.S. employees who live outside of any of these states will need to establish residency in one of the approved states prior to employment.",Unknown / Non-Applicable,Internet & Web Services,Company - Public,Information Technology
Senior Data Engineer,los-angeles,"Fanatics
3.6","Los Angeles, CA",3.6,Employer Provided Salary:$175K - $200K,3.3,3.4,3.3,3.4,3.5,5001 to 10000 Employees,1996,"Company Overview
Fanatics is building a leading global digital sports platform. The company ignites the passions of global sports fans and maximizes the presence and reach for hundreds of sports partners globally by offering innovative products and services across Fanatics Commerce, Fanatics Collectibles, and Fanatics Betting & Gaming, allowing sports fans to Buy, Collect and Bet. Through the Fanatics platform, sports fans can buy licensed fan gear, jerseys, lifestyle and streetwear products, headwear, and hardgoods; collect physical and digital trading cards, sports memorabilia, and other digital assets; and bet as the company builds its Sportsbook and iGaming platform. Fanatics has an established database of over 100 million global sports fans, a global partner network with over 900 sports properties, including major national and international professional sports leagues, teams, players associations, athletes, celebrities, colleges, and college conferences, and over 2,000 retail locations, including its Lids retail business stores.
As a market leader with more than 18,000 employees, and hundreds of partners, suppliers, and vendors worldwide, we take responsibility for driving toward more ethical and sustainable practices. We are committed to building an inclusive Fanatics community, reflecting and representing society at every level of the business, including our employees, vendors, partners and fans. Fanatics is also dedicated to making a positive impact in the communities where we all live, work, and play through strategic philanthropic initiatives.

We are a startup building products to transform the trading card industry. However, we aren’t a startup in the traditional sense, though. While we are a small team building new products from the ground up, we also have the backing of Fanatics – the world’s largest sports merchandiser with over 900 sports relationships and more than 90+ million reachable fans. We have exclusive licensing deals with the MLB, NFL and NBA and the products we build will be used by millions of trading cards fans from day 1. We are out to reinvent the trading card industry, which is a bold and ambitious mission.
Fanatics Collectible’s Data Engineering, Science, and Analytics Team is hiring experienced data engineers. You will be among the founding members of our team. You will help build a world-class data engineering organization with a strong data and software engineering culture. You will also establish, advocate, and execute data strategy and technical capabilities that support the business and enable data-driven decisions. Ideally, you are passionate about the trading card industry, sports, and importantly, data and technology. Our data engineers are required to partner very closely with other engineering and business teams and understand our business needs. You will own high impact technical decisions and lead hiring efforts to help build out a world class data engineering team.
What does this mean as a member of the data engineering team?
We are fans-and-collectors-obsessed and product-focused. We work backward from the focus of fans and collectors to drive our technical work and the development of products (physical and digital) that will reach tens of million.
We are agile and move at warp speed. We work hard and are not afraid to try, experiment, and pivot (as needed). We have a lot to do and are looking for folks who will drive projects to completion with a sense of urgency, but not at the expense of quality, scalability, and performance.
We think about scale. The trading card market is massive, and we will be the de facto entry point into the hobby.
We’re pragmatic. We embrace new technologies if they add business value.
We are passionate about trading cards, sports, and data. We take data seriously and work tirelessly to ensure their highest possible quality. We build data infrastructure to enable the seamless flow data from source to impactful actions.
Qualifications
A computer science or equivalent experience required.
5+ years of experience as a data engineer or software engineer focusing on building data infrastructure, solving complex technical challenges at a large scale, and delivering data products that drive business impact
Experience in architect, develop, deploy, and monitor a new, end-to-end data infrastructure leveraging cloud technologies that ingests data from a wide range of internal and external sources and enables user-friendly consumption of data for data-driven decisions
Experience in designing data architecture for multiple database models such as RDBMS, document, columnar, graph, and key-value data stores
Expertise in both SQL and Python
Proficiency in Java and JavaScript
Proficiency and both SQL and NoSQL database technologies
Well-verse in modern cloud native data tech stacks
Familiar with container tech such as Docker and Kubernetes
Familiar with data and ML orchestration tools
Experience in designing and implementing modern CI/CD pipelines with cloud native tools
Strong computer science fundamentals and data/software engineering hygiene
Excellent communication skills to be an effective bridge among our team, other engineering teams, and business partners/stakeholders
Key Responsibilities include, but not limited to,
Research, architect, develop, deploy, monitor, and maintain an efficient, reliable, and secure cloud data infrastructure to enable data-driven decisions
Collaborate with internal and external tech teams and stakeholders/business partners
Research and integrate 3rd-party vendor data solutions
Help develop, implement, and evolve our data strategy, which will include data governance, data security, and tech roadmap
Establish and participate in on-call technical support
Contribute to data engineering and science team recruitment process
Actively mentor and coach team members on advanced technical methods, advocate best practices, and help others to grow their skill set
Set a high standard for data/software engineering excellence through example
Develop a strong understanding of Fanatics Collectibles and the trading cards industry
Some things you may want to know about us:
We’re a small team (growing fast!) and everyone wears lots of hats.
We’re have offices in Los Angeles and New York and many of us are remote
We work hard, but not all the time. We have families that we like to spend time with.
The salary range for this position is $175,000- $200,000 which represents base pay only and does not include short-term or long-term incentive compensation. When determining base pay, as part of a final compensation package, we consider several factors such as location, experience, qualifications, and training.

Ensure your Fanatics job offer is legitimate and don’t fall victim to fraud. Fanatics never seeks payment from job applicants. Feel free to ask your recruiter for a phone call or other type of communication for interview, and ensure your communication is coming from a Fanatics or Fanatics Brand email address. For added security, where possible, apply through our company website at www.fanaticsinc.com/careers

Tryouts are open at Fanatics! Our team is passionate, talented, unified, and charged with creating the fan experience of tomorrow. The ball is in your court now.

Fanatics is committed to responsible planning and purchasing (RPP) practices, working with its business partners across its global and multi-layered supply chain, to ensure that planning, sourcing, and purchasing decisions, along with other supporting processes, do not impede or conflict with the fulfillment of Fanatics’ fair labor practices.

NOTICE TO CALIFORNIA RESIDENTS/APPLICANTS: In connection with your application, we collect information that identifies, reasonably relates to or describes you (“Personal Information”). The categories of Personal Information that we collect include your name, government issued identification number(s), email address, mailing address, other contact information, emergency contact information, employment history, educational history, criminal record, and demographic information. We collect and use those categories of Personal Information about you for human resources and other business management purposes, including identifying and evaluating you as a candidate for potential or future employment or other types of positions, recordkeeping in relation to recruiting and hiring, conducting criminal background checks as permitted by law, conducting analytics, and ensuring compliance with applicable legal requirements and Company policies. For additional information on how we collect and use personal information in connection with your job application, review our Candidate Privacy Policy-CA",$1 to $5 billion (USD),Internet & Web Services,Company - Private,Information Technology
Data Engineer,los-angeles,"N2 Services, Inc
3.2","Anaheim, CA",3.2,Employer Provided Salary:$70.00 - $80.00 Per Hour,3.3,3.4,3.3,3.0,3.7,51 to 200 Employees,2004,"Position: Data Migration Engineer/ Data Engineer
Location: Anaheim, CA
Job Type: W2/ Fulltime (No C2C)
Requirements
Required Skills:
Must have a bachelor’s degree in Computer Science or related discipline or equivalent levels of work experience
5+ years of experience working in a Software Engineer or Data Engineer role preferred.
Strong experience installing, configuring, and maintaining Linux servers.
Strong scripting experience using languages such as Python, Node.js, and Linux Shell.
Experience working with RDMS (Oracle, PostgreSQL, MySQL, SQL Server) and executing complex SQL statements.
Excellent Linux troubleshooting skills.
Familiarity with networking protocols such as TCP/IP, DNS, SMTP.
Must have strong communication and writing skills with ability to explain technical content to non-technical audience.
Must have strong organizational skills and be able to multi-task easily from one project to another.
Experience working in an Agile development environment.
Experience working with one of the major cloud providers (AWS, Azure, GCP)
Required Education
Bachelor's Degree
Required Years of Experience
5-7 Years
Job Type: Full-time
Pay: $70.00 - $80.00 per hour
Schedule:
8 hour shift
Experience:
Data Migration: 7 years (Preferred)
Python: 5 years (Preferred)
Linux servers: 5 years (Preferred)
Work Location: On the road",$5 to $25 million (USD),Computer Hardware Development,Company - Private,Information Technology
Data Engineer,los-angeles,"Capgemini
3.8","Burbank, CA",3.8,$87K - $124K (Glassdoor est.),3.8,3.9,3.4,3.5,3.8,10000+ Employees,1967,"Duration: 6+ months

Job Description:

Overall experience 8 to 10 years
Experience dealing with Media and Retail data, with multiple external sources
Technical expertise with AWS based Data Pipelines
(proven experience with AWS modules Glue, Airflow, Lambda Functions, Athena, S3, IAM, API Gateway, SES, Secret Manager, Cloud Shell etc.)
Strong Python development skills involving ETL Pipeline Frameworks
Understanding of Selenium Automation Scripts
Snowflake expertise
(features such as Time Travel, Zero Copy Cloning, Snow pipe, Streams and Tasks, Query History, Stages, Integration Objects, File Formats, Semi Structured data/JSON Variant tables, Clustering and Optimization, Credit Usage monitoring etc.)
Strong and Proven data modeling, data analysis and data architecture skills : 7 on 10
Heavy experience with SQL in building complex data pipelines and frameworks : 8 on 10
Strong experience with GitHub, CI/CD, DevOps, Code Review, Unit/System : 7 on 10

Process/Project Management

Experienced onshore/offshore coordination of moderate size team : 8 on 10
Strong experience with Client facing project discussions, transitioning business needs to technical requirements 7 on 10
Strong experience with agile methodology, code review, project tasks, estimations etc. 7 on 10

The Capgemini Freelancer Gateway is enabled by a cutting-edge software platform that leads the contingent labor world for technology innovation. The software platform leverages Machine Learning and Artificial Intelligence to make sure the right people end up in the right job.

A global leader in consulting, technology services and digital transformation, Capgemini is at the forefront of innovation to address the entire breadth of clients’ opportunities in the evolving world of cloud, digital and platforms. Building on its strong 50 year heritage and deep industry-specific expertise, Capgemini enables organizations to realize their business ambitions through an array of services from strategy to operations. Capgemini is driven by the conviction that the business value of technology comes from and through people. It is a multicultural company of over 200,000 team members in more than 40 countries. The Group reported 2018 global revenues of EUR 13.2 billion.",$10+ billion (USD),Enterprise Software & Network Solutions,Company - Public,Information Technology
Data Engineer II,los-angeles,"Rocket Lab USA
3.2","Long Beach, CA",3.2,$111K - $160K (Glassdoor est.),3.4,2.9,2.8,2.9,2.4,501 to 1000 Employees,2006,"Rocket Lab
Rocket Lab is a vertically integrated provider of small launch services, satellites, and spacecraft components. Our mission is to open access to space to improve life on Earth. Our team is over 1,500 people strong and we're adding to it every week. Collaboration is at our core – every idea is heard, and everyone makes a difference. Teams are nimble, decisions are made quickly, and we are action oriented.
Data Engineer II
Based on site at one of Rocket Lab's facilities in Long Beach, CA, Albuquerque, NM or Denver, CO. The Data Engineer II, as part of the Business Intelligence team is responsible for solutioning and delivering robust data pipelines, ultimately streamline analytics and advanced data science. You will support the Business Intelligence Manager and Business Intelligence/IT organization, with deliverables required for internal business departments and analytics.
WHAT YOU'LL GET TO DO:
You will work alongside an awesome team of Data Analysts, Software Engineers, Team Leads, Principal Data Engineers and other business functions to curate and shape datasets, develop data pipelines, in support Rocket and Satellite manufacturing.
Contributing to the development of Business Intelligence standards and our technology platform is an important part of the Business Intelligence Data Engineer's responsibilities as is delivering streamlined data pipelines and assets.
Look after the data platforms to ensure analytics and pipelines are delivered on time.
Design and solution of re-usable data pipelines (batch and stream) using SQL and Python and other data programming languages.
Add value by technical knowledge in data and data science to propel the business intelligence team to the next level.

YOU'LL BRING THESE QUALIFICATIONS:
Hands-on and experienced in data engineering for at least 3 years.
You will have at least a bachelor's degree in computer science/Data and Analytics/Statistics or related field.
3 years of MS SQL and ETL experience.
Experience in querying and ingesting data from APIs and building APIs.
Knowledge in building and deploying pipelines alongside any other cloud ETL tools.

THESE QUALIFICATIONS WOULD BE NICE TO HAVE:
Excellent communication skills, both verbal and written
Cloud computing experience and deployment
Built Data Science and Machine Learning models.
Agile experience
The expected salary range for the position is displayed in accordance with the California Equal Pay for Equal Work Act. Final agreed upon compensation is based upon individual qualifications and experience.

In addition to base salary, Rocket Lab offers a comprehensive total compensation offer package based on individual qualifications and experience, including company stock. Employees will also be eligible for medical, dental, vision coverage, 401(k) retirement plan options, and to purchase discounted stock through Rocket Lab's Employee Stock Purchase Program.
Base Pay Range (CA Only)
$80,000—$110,000 USD
Important information:
FOR CANDIDATES SEEKING TO WORK IN US OFFICES ONLY:
To conform to U.S. Government space technology export regulations, applicant must be a U.S. citizen as defined by ITAR (22 CFR §120.15) or eligible to obtain the required authorizations fromthe U.S Department of State.
Rocket Lab provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws. This policy applies to all terms and conditions of employment at Rocket Lab, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.
Applicants requiring a reasonable accommodation for the application/interview process for a job in the United States should contact Giulia Biow at g.biow@rocketlabusa.com.This dedicated resource is intended solely to assist job seekers with disabilities whose disability prevents them from being able to apply/interview. Only messages left for this purpose will be considered. A response to your request may take up to two business days.

FOR CANDIDATES SEEKING TO WORK IN NEW ZEALAND OFFICES ONLY:
For security reasons background checks will be undertaken prior to any employment offers being made to an applicant. These checks will include nationality checks as it is a requirement of this position that you be eligible to access equipment and data regulated by the United States' International Traffic in Arms Regulations.
Under these Regulations, you may be ineligible for this role if you do not hold citizenship of Australia, Japan, New Zealand, Switzerland, the European Union or a country that is part of NATO, or if you hold ineligible dual citizenship or nationality. For more information on these Regulations, click here ITAR Regulations.",Unknown / Non-Applicable,Aerospace & Defense,Company - Private,Aerospace & Defense
Software Engineer - Data (Remote),los-angeles,"Kinect
4.1","Pasadena, CA",4.1,$78K - $119K (Glassdoor est.),3.8,4.1,4.1,5.0,5.0,1 to 50 Employees,2015,"We are seeking a highly skilled Senior Software Engineer to join our client's growing team. As a Senior Software Engineer, you will play a key role in designing and developing advanced data modeling solutions to help build cutting-edge AI technologies that improve patient outcomes.

Responsibilities:
Develop, test, and deploy high-quality software solutions using a mix of programming languages, including Java, Scala, Kotlin, Clojure, and Python • Design and optimize distributed data processing systems for scalability, streaming, fault tolerance, and ACID compliance • Work with a wide range of database storage technologies, including relational, columnar, key-value, and document-oriented databases • Optimize performance metrics such as latency, throughput, cost, and memory usage • Collaborate with cross-functional teams, including data scientists and product managers, to identify and deliver innovative solutions to complex problems • Stay up-to-date with the latest industry trends and technologies, and identify opportunities to apply them to our work • Provide technical guidance and mentorship to junior team members
Qualifications:
Bachelor's or Master's degree in Computer Science or a related field • 5+ years of experience in software engineering, with a focus on distributed systems and data modeling • Expertise in at least one major JVM language (Java, Scala, Kotlin, Clojure) and Python • Strong understanding of distributed data processing concepts, including scalability, streaming, fault tolerance, ACID, and CAP • Experience working with cloud provider ecosystems, particularly AWS • Familiarity with serialization technologies such as Avro, Protobuf, and Thrift • Experience with AWS DynamoDB, Lambda, and Kinesis is a plus • Strong problem-solving skills and a passion for building innovative solutions
If you are a talented Senior Software Engineer who is passionate about building cutting-edge AI solutions for the medical field, we would love to hear from you.",-1,$1 to $5 million (USD),Company - Public,-1
Data Engineer,los-angeles,"Fisker Inc
3.5","Manhattan Beach, CA",3.5,$80K - $123K (Glassdoor est.),3.6,3.4,3.4,3.3,3.4,501 to 1000 Employees,2016,"About Fisker Inc.
California-based Fisker Inc. is revolutionizing the automotive industry by developing the most emotionally desirable and eco-friendly electric vehicles on Earth. Passionately driven by a vision of a clean future for all, the company is on a mission to become the No. 1 e-mobility service provider with the world’s most sustainable vehicles. To learn more, visit
www.FiskerInc.com
– and enjoy exclusive content across Fisker’s social media channels:
Facebook
,
Instagram
,
Twitter
,
YouTube
and
LinkedIn
. Download the revolutionary new Fisker mobile app from the
App Store
or
Google Play
store.
Job responsibilities:
Work with large, complex datasets to solve complex analysis problems, applying advanced analytical methods (e.g., statistical and machine learning models) as needed. Conduct analysis that includes problem formulation, data gathering and requirements specification, processing, analysis, ongoing deliverables, and presentations.
A deep understanding of Enterprise SAAS business models and metrics like Pipeline, MQLs and Market Mix Modelling.
Build and prototype analysis pipelines iteratively to provide insights at scale. Develop comprehensive knowledge of Google data structures and metrics, advocating for changes where needed.
Interact cross-functionally, making business recommendations (e.g., cost-benefit, forecasting, experiment analysis) with effective presentations of findings at multiple levels of stakeholders through visual displays of quantitative information.
Develop and automate reports, iteratively build and prototype dashboards to provide insights at scale, solving for business priorities.
Skills and Experience
5+ years of professional consulting experience in Data Science or technology consulting or similar roles.
5+ years of experience in quantitative marketing data science, product data science, risk modeling, or similar field.
3+ years of experience SQL/Teradata as well as modern analytical systems in Azure ecosystem, Spark SQL, PySpark
Strong proficiency in running statistical analyses in Python or R
Knowledge with data visualization tools such as Power BI preferred
Experience with Web Services and REST APIs is preferred
Experience leveraging a variety of services to act as data sources such as Azure Data Lake, Azure Synapse Analytics, Azure SQL, Azure EventHub/IoT Hub, etc.
Hands-on experience with analytics and big data technologies within Microsoft Azure, with experiences in tools such as Azure Data Factory, Azure Machine Learning, Azure Cognitive Services, Azure Databricks and Azure Synapse Analytics.
Knowledge and experience with leveraging distributed techniques for training and scoring machine learning models, ideally using Azure Databricks
Knowledge and experience with one or more cloud available Machine Learning frameworks and tools such as Tensor Flow, PyTorch, ONNX, NumPy, etc.
Knowledge and experience with Model Management, ideally using Azure ML service and/or MLFlow as well as deployment of models using Azure Kubernetes Service
Qualifications
Advanced degree in Computer Science, Mechanical engineering, Statistics or related STEM field.
4+ years of Data or Machine learning Science experience working on highly complex problems in a dynamic setting
Fisker Inc. is an Equal Opportunity Employer; employment at Fisker Inc. is governed based on merit, competence and qualifications and will not be influenced in any manner by race, color, religion, gender, national origin/ethnicity, veteran status, disability status, age, sexual orientation, gender identity, marital status, mental or physical disability or any other legally protected status.
#LI-Remote",Unknown / Non-Applicable,Transportation Equipment Manufacturing,Company - Public,Manufacturing
Software Engineer - Data,los-angeles,"Deep 6 AI
4.0","Pasadena, CA",4.0,Employer Provided Salary:$130K - $140K,3.6,3.6,3.4,3.6,4.1,51 to 200 Employees,2015,"Deep 6 AI is a fast-growing tech startup headquartered in Los Angeles, California looking for talented, dynamic team members who want to help shape our groundbreaking artificial intelligence platform. This is a remote opportunity, and we have a significant number of team members in Chicago, Seattle, SF Bay Area, NYC and Nashville.
We are transforming and accelerating clinical trials, to help get life-saving treatments to patients faster and accelerate innovation in healthcare. To that end, we build a cutting-edge software suite that connects all clinical research stakeholders, from research teams to treating physicians, patients, and study sponsors on a real-time, real-world data SaaS platform, powered by AI.

We are currently seeking a Software Engineer - Data to join our team. This engineer will have significant impact at Deep 6 AI by ensuring our data pipelines are robust, fault-tolerate, and capable of handling kilobytes to petabytes of complex medical data. They'll also work cross-functionally to support a variety of data needs ranging from analytics and machine learning through product development.

What You'll Do

Software Development
Strong object-oriented and functional language familiarity including fluency in at least one major JVM language including Java, Scala, Kotlin, Clojure; Python is a plus.
Experience with advanced data modeling as it relates to:
o Database storage technologies including relational, columnar, key-value, document-oriented, etc.
o Serialization technologies and relevant applications beyond JSON/XML such as Avro, Protobuf, and Thrift
Experience with AWS DynamoDB, Lambda, and Kinesis is a plus
Experience with the Linux ecosystem ranging from provisioning VMs and containers to authoring and executing command line tools
Experience working with cloud provider ecosystems including but not limited to AWS

Data Engineering
Strong understanding of distributed data processing concepts:
o Scalability
o Streaming
o Fault tolerance
o ACID
o CAP
Experience optimizing performance metrics, such as
o Latency
o Throughput
o Cost
o Memory Usage

About You
2-3 years of technical experience developing data-intensive software
Experience working with internal stakeholders to build technical roadmaps consistent with organizational goals
Experience designing software for self-directed use by both technical and non-technical internal consumers
Experience working with personally identifiable information (PII), ideally in a HIPAA-compliant context
A major plus if the applicant has experience working with healthcare data, specifically HL7 or FHIR standards
Bachelor’s degree in a Computer Science-related field or equivalent combination of training and experience
Cloud services (AWS, GCP, Azure) certifications or equivalent combination of training and experience
Nice To Haves
Experience with HIPAA compliance
Experience working with AWS
Experience with stream processing (e.g. Flink, Spark Streaming)
Knowledge of natural language processing and/or machine learning
HBase or similar non-relational experience. Strong understanding of issues in distributed, eventually-consistent environments
Experience working with Electronic Health Records
Knowledge of medicine, genomics, etc.
$130,000 - $140,000 a year

Our Culture
We are a very collaborative group that is inclusive, fun, and hard-working. We appreciate the value in diverse backgrounds and experiences so that we can create the best product through different perspectives and ideas. Deep 6 AI welcomes remote work and has fully-remote teams throughout the country; we strive to create an environment where you can do your best work in the environment and location that is best suited for each individual. As a member of our team, you can expect to work with intelligent, curious, and motivated peers who value and respect your perspectives. - Deep 6 AI is headquartered in Los Angeles and has a significant number of employees Chicago, Seattle, SF Bay Area, NYC and Nashville.
Benefits
In addition to competitive salary and a unique opportunity to thrive at a growing company, Deep 6 AI offers various formal benefits as well as a generous PTO plan which includes sick and vacation days, and as well as employer-paid medical (including a Health Savings Account with an employer contribution), Dental, Vision, and Life insurance. In addition, we're proud to offer Voluntary Life & AD&D, Short Term Disability, and Long-Term Disability coverage. A 401k plan is available, too.

The above statements describe the general nature and level of work being performed in this job function. They're not intended to be an exhaustive list of all duties, and indeed additional responsibilities may be assigned by Deep 6.

At Deep 6, we appreciate the opportunity to benefit from the diverse backgrounds and experiences of others. Because of our deep commitment to respect every individual, Deep 6 is an equal opportunity employer.",Unknown / Non-Applicable,Enterprise Software & Network Solutions,Company - Private,Information Technology
Data Center and Cloud Solutions Engineer,los-angeles,"Quadranet Enterprises Llc
3.1","Los Angeles, CA",3.1,Employer Provided Salary:$105K - $120K,3.2,3.2,3.0,3.0,3.4,1 to 50 Employees,2001,"Challenges You Will SolveWe are looking for a skilled Data Center and Cloud Sales Engineer to join our team and help drive our cloud solutions business. As a Cloud Sales Engineer, you will be responsible for providing technical expertise to sales teams, helping to identify and qualify opportunities, and delivering technical presentations and demos to prospective clients. You will also work closely with our product and engineering teams to ensure that our cloud solutions meet customer requirements and stay competitive in the market. What You’ll Do· Collaborate with the sales team to understand client needs and identify opportunities to sell our cloud solutions· Deliver technical presentations and demonstrations to clients, showcasing the benefits and features of our cloud solutions· Develop and maintain strong relationships with clients, serving as a trusted technical advisor· Conduct product demonstrations and proof-of-concept (POC) projects to showcase our cloud solutions· Work with product and engineering teams to understand the technical details of our cloud solutions and how they fit into the market· Participate in trade shows, conferences, and other industry events to promote our cloud solutions and generate leads· Provide feedback from clients to product and engineering teams to improve our cloud solutions· Continuously stay up to date on industry trends and emerging technologies to stay competitive in the market What You’ll Bring· Bachelor’s degree in computer science, Electrical Engineering, or a related field.· 3-5 years of experience in technical sales, preferably in the data center or cloud solutions industry.· Strong technical knowledge of data center and cloud solutions, including virtualization, storage, networking, and security.· Excellent communication and interpersonal skills, with the ability to explain technical concepts to non-technical audiences.· Strong analytical and problem-solving skills.· Ability to work independently and as part of a team.· Willingness to travel as needed to meet with customers and attend industry events.· Experience with CRM systems, such as Salesforce, is a plus.
Flexible work from home options available.",Unknown / Non-Applicable,Internet & Web Services,Company - Private,Information Technology
Senior Data Engineer,los-angeles,"First Resonance
4.9","Los Angeles, CA",4.9,$114K - $171K (Glassdoor est.),4.6,4.9,4.7,4.3,4.1,1 to 50 Employees,2018,"We're seeking a spirited Data Engineer to join our mission of revolutionizing the ion Factory OS for next-gen hardware creators. As a full-time addition at our lively Los Angeles, CA HQ (Downtown), you'll play a crucial role in our dynamic data team.
Fired up to support eVTOLs, rockets, robots, and autonomous vehicles makers? Our data team is all about backing companies tackling humanity's boldest challenges. Join our diverse squad, renowned for quick learning, sharp thinking, and agile execution.
While spontaneous ping pong duels might occur, our primary focus is on empowering ion customers with cutting-edge data infrastructure. Ready to make an impact on hardware and Industry 4.0? Let's dive in!
Responsibilities & Duties
Design, develop, and maintain scalable ETL processes and data pipelines
Optimize data storage and retrieval using distributed systems and cloud technologies
Collaborate with cross-functional teams to define data requirements and ensure data quality
Monitor, troubleshoot, and resolve data processing issues
Continuously refine and optimize data engineering practices and tools
Minimum Qualifications & Skills
Proficiency in Python or other relevant programming languages for data processing
Strong proficiency in SQL (Postgres and Snowflake)
Experience in ETL development and tooling (DBT preferred)
Familiarity with distributed systems and cloud technologies (AWS)
Solid understanding of data warehousing concepts and best practices
Knowledge of system orchestration tooling (Airflow, Luigi, etc.)
Preferred Qualifications & Skills
Experience with distributed data storage systems (Snowflake, Apache Druid, AWS Redshift)
Knowledge of modern data stores and file formats (Delta, Iceberg, etc.)
Knowledge of data modeling, schema design, and data normalization techniques
Experience with stream processing tools & frameworks (Apache Kafka, Debezium, Spark Streaming)
Experience with distributed Big Data tools (Trino, Apache Spark)
Experience with ELK stack for system monitoring and alerts
Exposure to machine learning frameworks and tools (TensorFlow, PyTorch)
Background in building enterprise applications or working in a manufacturing environment
Benefits & Perks
Health Insurance; medical, vision, dental, & life insurance
Paid Parental Leave
Employee Stock Option Plan
Team outings, group lunches, an open office, happy hours
Paid holidays, sick days
Flexible Fridays and PTO
401K

First Resonance is an equal opportunity employer dedicated to building an inclusive and diverse workforce.
JOIN THE TEAM AND INSPIRE THE WORK
First Resonance accelerates the speed and reliability of hardware development for companies manufacturing the next generation of hardware products. This includes electric airplanes, autonomous vehicles, robotics, and more. We are a group of software, hardware, and manufacturing engineers that are bringing the best of modern UX and data science to an industry that has been overly rigid in its innovation. We are removing the barriers preventing radical advancement by providing tools to manufacturing engineers and operators to move information more freely, collaborate with their teams more easily, and use the power of data to predict problems and provide insights that result in better hardware quality and delivery.",Unknown / Non-Applicable,Computer Hardware Development,Company - Private,Information Technology
